Frames,ARIEL X,ARIEL Y,ARIEL Z,LFHD X,LFHD Y,LFHD Z,LBHD X,LBHD Y,LBHD Z,RFHD X,RFHD Y,RFHD Z,RBHD X,RBHD Y,RBHD Z,C7 X,C7 Y,C7 Z,T10 X,T10 Y,T10 Z,CLAV X,CLAV Y,CLAV Z,STRN X,STRN Y,STRN Z,LFSH X,LFSH Y,LFSH Z,LBSH X,LBSH Y,LBSH Z,LUPA X,LUPA Y,LUPA Z,LELB X,LELB Y,LELB Z,LIEL X,LIEL Y,LIEL Z,LOWR X,LOWR Y,LOWR Z,LIWR X,LIWR Y,LIWR Z,LWRE X,LWRE Y,LWRE Z,LIHAND X,LIHAND Y,LIHAND Z,LOHAND X,LOHAND Y,LOHAND Z,RFSH X,RFSH Y,RFSH Z,RBSH X,RBSH Y,RBSH Z,RUPA X,RUPA Y,RUPA Z,RELB X,RELB Y,RELB Z,RIEL X,RIEL Y,RIEL Z,ROWR X,ROWR Y,ROWR Z,RIWR X,RIWR Y,RIWR Z,RWRE X,RWRE Y,RWRE Z,RIHAND X,RIHAND Y,RIHAND Z,ROHAND X,ROHAND Y,ROHAND Z,LFWT X,LFWT Y,LFWT Z,LMWT X,LMWT Y,LMWT Z,LBWT X,LBWT Y,LBWT Z,RFWT X,RFWT Y,RFWT Z,RMWT X,RMWT Y,RMWT Z,RBWT X,RBWT Y,RBWT Z,LHIP X,LHIP Y,LHIP Z,LKNE X,LKNE Y,LKNE Z,LKNI X,LKNI Y,LKNI Z,LSHN X,LSHN Y,LSHN Z,LANK X,LANK Y,LANK Z,LHEL X,LHEL Y,LHEL Z,LMT5 X,LMT5 Y,LMT5 Z,LMT1 X,LMT1 Y,LMT1 Z,LTOE X,LTOE Y,LTOE Z,RHIP X,RHIP Y,RHIP Z,RKNE X,RKNE Y,RKNE Z,RKNI X,RKNI Y,RKNI Z,RSHN X,RSHN Y,RSHN Z,RANK X,RANK Y,RANK Z,RHEL X,RHEL Y,RHEL Z,RMT5 X,RMT5 Y,RMT5 Z,RMT1 X,RMT1 Y,RMT1 Z,RTOE X,RTOE Y,RTOE Z
18,-1051.385,1650.044,358.147,-1002.233,1588.864,430.097,-907.738,1568.386,365.532,-1086.358,1573.138,285.249,-994.836,1548.628,235.502,-911.635,1395.07,237.818,-890.24,1174.624,186.867,-1022.451,1305.114,359.556,-1058.173,1141.651,371.795,-915.585,1298.344,418.949,-797.557,1319.586,299.457,-731.094,1156.401,427.933,-720.529,1067.124,488.32,-765.438,1031.928,434.061,-721.56,877.394,601.017,-802.871,886.419,624.25,-724.869,950.811,566.405,-777.455,819.178,676.11,-725.982,806.823,643.341,-1104.88,1318.708,249.733,-984.433,1331.717,129.568,-1104.597,1203.609,64.512,-1158.461,1080.502,59.43,-1082.37,1052.406,72.817,-1213.352,859.232,64.752,-1235.664,865.748,141.925,-1209.329,960.848,75.536,-1258.709,816.734,129.391,-1236.356,785.499,70.805,-948.064,965.504,406.032,-1088.888,970.51,374.622,-855.094,965.94,247.179,-1132.961,984.436,254.274,-932.199,975.379,173.417,-1009.03,984.647,131.911,-948.811,659.897,461.74,-936.237,474.089,458.406,-1037.362,448.135,412.642,-893.436,334.873,434.105,-918.369,85.787,448.575,-903.46,40.211,372.247,-997.923,40.511,563.023,-1059.469,37.842,489.283,-1075.958,35.928,566.061,-1110.78,629.19,169.733,-1136.302,460.546,246.315,-1067.701,446.28,321.092,-1096.135,276.431,205.983,-1021.66,119.66,106.071,-927.978,88.528,82.164,-1121.064,79.315,186.9,-1067.293,74.978,240.021,-1118.001,65.152,257.254
19,-1052.472,1650.625,357.757,-1003.286,1589.394,429.667,-908.68,1569.231,365.181,-1087.207,1573.801,284.683,-995.568,1549.573,234.98,-910.87,1395.691,238.004,-888.832,1175.091,187.56,-1023.427,1305.822,358.39,-1059.189,1142.363,370.597,-917.341,1299.211,419.143,-797.59,1320.17,301.332,-732.826,1158.441,435.037,-723.448,1070.699,498.1,-766.75,1033.969,443.541,-727.957,884.254,616.039,-809.988,893.877,636.412,-730.125,956.626,579.267,-786.09,828.338,691.155,-733.636,815.064,660.438,-1104.354,1319.233,247.365,-982.045,1332.139,128.899,-1100.602,1204.678,61.782,-1154.876,1082.219,53.64,-1079.121,1053.745,68.604,-1209.965,861.07,53.41,-1234.433,866.121,130,-1206.193,962.471,66.298,-1257.075,817.34,115.9,-1233.034,787.272,57.389,-949.469,966.045,406.331,-1089.953,971.134,373.559,-854.712,966.287,248.539,-1132.788,985.201,252.758,-931.089,975.794,173.97,-1007.456,985.243,131.642,-950.356,660.245,462.466,-936.933,474.494,459.039,-1037.48,448.217,412.391,-893.583,335.376,435.079,-918.093,86.32,449.454,-902.765,40.794,373.204,-998.031,40.513,563.423,-1059.315,37.988,489.39,-1076.066,35.755,566.099,-1110.943,630.303,167.635,-1137.534,461.494,243.366,-1069.108,446.626,318.19,-1097.409,277.465,202.56,-1023.065,120.716,102.331,-929.5,90.172,77.806,-1121.994,78.919,183.563,-1067.83,74.899,236.429,-1118.324,64.262,253.646
20,-1053.447,1650.986,357.16,-1004.23,1589.705,428.972,-909.526,1569.837,364.601,-1088.013,1574.25,283.879,-996.298,1550.278,234.218,-910.12,1396.064,237.941,-887.519,1175.308,188.131,-1024.486,1306.364,357.209,-1060.101,1142.912,369.333,-918.992,1299.846,419.05,-797.654,1320.466,302.884,-734.788,1160.266,441.883,-726.659,1074.235,507.705,-768.362,1035.916,452.882,-734.711,891.244,630.724,-817.152,901.253,648.197,-735.548,962.481,591.803,-794.571,837.569,705.862,-741.317,823.448,677.007,-1103.765,1319.505,244.875,-979.718,1332.301,128.092,-1096.77,1205.625,58.691,-1151.229,1083.707,47.767,-1075.861,1054.83,64.333,-1206.465,862.829,42.191,-1233.624,866.664,118.413,-1203.012,963.966,57.027,-1255.342,817.961,102.45,-1229.671,789.026,44.093,-950.805,966.397,406.568,-1090.855,971.604,372.212,-853.572,966.407,249.574,-1132.531,985.728,251.136,-930.007,976.004,174.431,-1005.881,985.568,131.288,-952.11,660.496,463.196,-937.949,474.836,459.842,-1037.664,448.284,412.292,-893.824,335.892,436.29,-917.786,86.834,450.455,-902.02,41.379,374.266,-998.172,40.515,563.904,-1059.118,38.129,489.552,-1076.2,35.591,566.191,-1111.306,631.122,165.464,-1138.851,462.167,240.457,-1070.648,446.719,315.372,-1098.592,278.312,198.932,-1024.299,121.955,97.923,-930.831,92.111,72.802,-1122.747,78.742,179.762,-1068.044,74.866,232.133,-1118.456,63.796,249.7
21,-1054.354,1651.169,356.263,-1005.13,1589.879,428.071,-910.33,1570.29,363.733,-1088.761,1574.48,282.842,-996.94,1550.722,233.247,-909.384,1396.156,237.771,-886.312,1175.309,188.645,-1025.28,1306.734,355.754,-1060.918,1143.292,367.96,-920.472,1300.27,418.784,-797.666,1320.477,304.191,-736.912,1161.843,448.515,-730.173,1077.741,517.09,-770.223,1037.74,462.098,-741.318,898.313,644.87,-824.42,908.5,659.563,-741.197,968.355,603.957,-802.938,846.743,720.116,-749.045,831.963,693.045,-1103.035,1319.551,242.209,-977.44,1332.181,127.195,-1092.893,1206.358,55.5,-1147.509,1084.969,41.849,-1072.605,1055.671,60.008,-1202.852,864.495,31.139,-1232.109,867.085,106.437,-1199.742,965.362,47.813,-1253.432,818.642,89.03,-1226.152,790.74,30.982,-952.089,966.597,406.712,-1091.813,971.963,370.924,-853.609,966.424,250.752,-1132.175,986.11,249.372,-928.902,975.957,174.8,-1004.288,985.66,130.8,-953.653,660.745,463.724,-939.022,475.209,460.886,-1037.939,448.345,412.366,-894.138,336.387,437.667,-917.476,87.335,451.565,-901.228,41.942,375.405,-998.345,40.519,564.459,-1058.89,38.308,489.744,-1076.361,35.403,566.333,-1111.82,631.694,163.298,-1140.35,462.61,237.593,-1072.271,446.598,312.599,-1099.685,278.995,195.163,-1025.377,123.413,93.024,-931.91,94.372,67.277,-1123.185,78.411,175.043,-1068.11,74.78,227.117,-1118.283,63.028,244.94
22,-1055.156,1651.233,355.072,-1005.945,1589.916,426.89,-911.056,1570.512,362.611,-1089.417,1574.536,281.513,-997.489,1550.893,232.052,-908.579,1396.063,237.393,-885.503,1175.086,189.353,-1025.941,1306.931,354.151,-1061.688,1143.538,366.435,-921.78,1300.511,418.295,-797.688,1320.2,305.311,-739.311,1163.234,454.802,-733.989,1081.19,526.086,-771.658,1039.425,470.926,-748.029,905.481,658.47,-831.435,915.545,670.267,-747.044,974.297,615.59,-811.836,855.792,732.976,-756.803,840.631,708.43,-1102.194,1319.403,239.424,-975.184,1331.905,126.216,-1089.02,1206.85,52.22,-1143.723,1086.067,35.927,-1069.33,1056.25,55.738,-1199.086,866.059,20.229,-1230.614,867.539,94.588,-1196.365,966.631,38.602,-1251.267,819.324,75.626,-1222.526,792.397,18.104,-953.352,966.716,406.69,-1092.877,972.249,369.623,-853.317,966.28,251.752,-1131.768,986.354,247.475,-927.804,975.769,175.001,-1002.707,985.496,130.23,-955.188,661.043,464.145,-940.103,475.596,461.915,-1038.314,448.39,412.504,-894.482,336.885,439.087,-917.093,87.739,452.758,-900.364,42.45,376.645,-998.548,40.533,565.046,-1058.671,38.504,489.964,-1076.585,35.241,566.453,-1112.346,632.01,161.057,-1141.935,462.898,234.792,-1074.013,446.334,309.876,-1100.789,279.62,191.189,-1026.238,125.111,87.514,-932.786,96.926,61.228,-1123.507,78.202,169.504,-1068.203,74.527,221.35,-1118.516,62.197,239.43
23,-1055.85,1651.094,353.582,-1006.692,1589.896,425.491,-911.725,1570.622,361.27,-1089.919,1574.406,279.977,-997.913,1550.868,230.631,-907.729,1395.825,236.901,-884.318,1174.723,189.535,-1026.497,1306.982,352.448,-1062.348,1143.661,364.818,-922.983,1300.615,417.67,-797.637,1319.767,306.293,-741.887,1164.522,460.802,-738.098,1084.658,534.692,-775.061,1041.185,479.953,-754.819,912.728,671.475,-838.387,922.537,680.645,-753.064,980.256,626.706,-820.305,864.971,745.728,-764.522,849.389,723.121,-1101.3,1319.107,236.6,-972.909,1331.463,125.129,-1085.096,1207.201,48.873,-1139.832,1086.981,29.95,-1065.808,1056.729,51.149,-1195.215,867.518,9.542,-1229.012,868.015,82.827,-1192.818,967.789,29.493,-1249.282,820.179,62.482,-1218.674,794.009,5.56,-954.588,966.751,406.627,-1093.665,972.289,367.952,-853.027,966.063,252.553,-1131.327,986.498,245.471,-926.972,975.402,175.251,-1001.196,985.233,129.513,-956.693,661.425,464.422,-941.075,476.01,462.865,-1038.756,448.414,412.617,-894.771,337.361,440.424,-916.619,88.098,454.079,-899.339,42.867,378.045,-998.755,40.528,565.71,-1058.403,38.721,490.218,-1076.822,35.106,566.583,-1112.854,632.129,158.852,-1143.571,463.08,232.073,-1075.886,445.948,307.225,-1101.937,280.212,187.016,-1026.979,127.042,81.541,-933.466,99.732,54.844,-1123.873,78.205,163.192,-1068.474,74.269,214.924,-1118.918,61.474,232.882
24,-1056.526,1650.877,351.778,-1007.378,1589.798,423.812,-912.307,1570.549,359.729,-1090.308,1574.093,278.181,-998.223,1550.64,229.035,-906.791,1395.434,236.26,-883.132,1174.23,189.527,-1026.974,1306.891,350.565,-1062.938,1143.626,363.068,-924.08,1300.537,416.856,-797.495,1319.196,307.056,-744.6,1165.695,466.373,-742.49,1088.1,542.782,-778.066,1043.029,488.429,-761.647,920.089,683.736,-845.196,929.401,690.389,-759.279,986.267,637.211,-828.657,874.114,757.731,-772.232,858.274,737.002,-1100.297,1318.651,233.664,-970.606,1330.927,123.907,-1081.226,1207.403,45.475,-1135.951,1087.786,24.018,-1063.011,1056.977,47.246,-1191.151,868.897,-0.967,-1227.321,868.512,71.163,-1189.204,968.839,20.445,-1247.165,821.113,49.509,-1214.831,795.719,-7.501,-955.761,966.698,406.364,-1094.462,972.277,366.203,-852.744,965.777,253.159,-1131.195,986.597,243.521,-925.588,975.107,174.837,-999.689,984.84,128.6,-957.956,661.537,464.435,-941.835,476.294,463.532,-1039.146,448.306,412.559,-894.963,337.747,441.556,-916.003,88.352,455.492,-898.075,43.075,379.57,-998.969,40.493,566.413,-1058.113,38.989,490.443,-1077.065,34.993,566.727,-1113.203,632.056,156.646,-1145.325,463.141,229.303,-1078.023,445.442,304.806,-1103.191,280.805,182.49,-1027.609,129.163,75.133,-933.991,102.695,48.163,-1124.396,78.412,156.197,-1068.919,74.068,207.885,-1118.932,60.65,225.408
25,-1057.095,1650.623,349.707,-1007.968,1589.635,421.913,-912.709,1570.369,358.149,-1090.592,1573.66,276.179,-998.356,1550.252,227.195,-905.81,1394.936,235.397,-881.904,1173.61,189.34,-1027.279,1306.672,348.534,-1063.459,1143.497,361.136,-925.057,1300.339,415.841,-797.324,1318.464,307.678,-747.475,1166.772,471.495,-747.06,1091.478,550.235,-781.471,1044.889,496.399,-768.523,927.495,695.198,-852.33,936.476,699.783,-765.535,992.282,646.975,-836.826,883.222,769.01,-779.826,867.222,750.018,-1099.231,1318.099,230.634,-968.307,1330.227,122.532,-1077.382,1207.467,42.011,-1132.014,1088.437,18.031,-1059.857,1057.017,43.009,-1186.933,870.167,-11.26,-1225.477,869.027,59.645,-1185.471,969.794,11.528,-1244.876,822.056,36.694,-1210.806,797.269,-19.701,-956.887,966.562,405.984,-1095.146,972.158,364.236,-852.471,965.391,253.559,-1130.496,986.365,241.132,-924.391,974.538,174.315,-998.163,984.317,127.529,-959.123,661.804,464.033,-942.268,476.422,463.862,-1039.436,448.044,412.186,-894.941,337.956,442.428,-915.244,88.409,456.817,-896.619,43.097,381.148,-999.052,40.413,567.076,-1057.74,39.259,490.681,-1077.208,34.889,566.817,-1113.398,631.836,154.314,-1147.172,463.091,226.414,-1080.058,444.764,301.922,-1104.543,281.429,177.568,-1028.152,131.417,68.347,-934.381,105.77,41.215,-1124.943,78.77,148.451,-1069.492,73.891,200.167,-1119.489,59.899,217.391
26,-1057.493,1650.234,347.418,-1008.4,1589.425,419.777,-912.965,1570.231,356.225,-1090.714,1573.049,273.92,-998.358,1549.743,225.146,-904.745,1394.345,234.408,-880.653,1172.849,188.986,-1027.504,1306.352,346.316,-1063.859,1143.25,359.063,-925.922,1300.063,414.677,-797.144,1317.665,308.163,-750.449,1167.825,476.062,-751.745,1094.868,556.982,-785.26,1046.829,503.788,-775.361,935.023,705.796,-859.342,943.649,708.633,-771.803,998.382,655.893,-844.918,892.189,779.328,-787.316,876.31,762.086,-1098.02,1317.476,227.522,-965.968,1329.455,120.989,-1073.609,1207.372,38.479,-1128.061,1088.958,12.099,-1056.716,1056.963,38.793,-1182.564,871.327,-21.254,-1223.486,869.602,48.298,-1181.63,970.617,2.688,-1242.346,823.021,24.142,-1206.515,798.709,-31.289,-957.866,966.365,405.201,-1095.745,971.954,362.151,-852.184,964.943,253.743,-1129.908,986.014,238.699,-923.648,973.906,174.103,-996.652,983.677,126.316,-960.109,661.772,463.532,-942.38,476.417,463.832,-1039.354,447.575,411.523,-894.658,338.029,443.167,-914.36,88.411,458.11,-895.13,42.888,382.679,-999.067,40.302,567.676,-1057.308,39.468,490.868,-1077.267,34.813,566.9,-1113.423,631.421,151.898,-1149.008,462.92,223.263,-1082.368,443.932,299.118,-1105.895,282.001,172.317,-1028.627,133.774,61.225,-934.695,108.945,34.043,-1125.581,79.303,140.169,-1070.231,73.811,191.952,-1120.218,59.286,208.742
27,-1057.767,1649.742,344.841,-1008.701,1589.2,417.442,-913.105,1570.086,354.121,-1090.732,1572.381,271.444,-998.254,1549.149,222.907,-903.683,1393.72,233.21,-879.406,1172.118,188.435,-1027.656,1305.981,343.985,-1064.234,1142.926,356.786,-926.814,1299.792,413.383,-797.004,1316.831,308.551,-753.542,1168.888,480.067,-756.461,1098.181,562.899,-789.34,1048.84,510.477,-782.191,942.644,715.521,-866.273,950.893,716.843,-778.03,1004.511,664.006,-852.654,901.469,789.109,-794.682,885.536,773.264,-1096.818,1316.822,224.278,-963.645,1328.629,119.26,-1069.914,1207.205,34.916,-1124.099,1089.399,6.255,-1053.667,1056.82,34.545,-1178.115,872.434,-31.028,-1221.305,870.22,37.149,-1177.71,971.426,-5.988,-1239.586,824.026,11.797,-1201.713,799.878,-42.049,-959.002,966.164,404.476,-1096.339,971.646,359.866,-851.857,964.508,253.789,-1129.352,985.551,236.149,-922.59,973.243,173.448,-995.144,982.923,124.927,-960.867,661.522,462.89,-942.333,476.246,463.444,-1038.88,446.959,410.585,-894.199,337.905,443.674,-913.651,88.476,458.985,-893.702,42.537,383.998,-999.063,40.229,568.226,-1056.874,39.671,491.015,-1077.305,34.79,566.904,-1113.187,630.894,149.356,-1150.894,462.662,219.805,-1085.168,442.873,296.683,-1107.257,282.605,166.746,-1029.041,136.247,53.821,-934.913,112.245,26.8,-1126.149,79.858,131.292,-1071.128,73.745,183.312,-1121.102,58.674,199.565
28,-1057.904,1649.347,342.106,-1008.849,1588.979,414.871,-913.092,1569.881,351.794,-1090.666,1571.712,268.777,-997.987,1548.541,220.466,-902.578,1393.038,231.822,-878.099,1171.334,187.72,-1027.793,1305.599,341.422,-1064.642,1142.617,354.298,-927.724,1299.525,411.913,-796.909,1316.031,308.739,-756.723,1169.923,483.456,-761.17,1101.425,568.025,-793.639,1050.878,516.459,-788.977,950.247,724.3,-873.118,958.248,724.352,-784.174,1010.614,671.244,-860.221,910.816,798.095,-801.998,894.76,783.447,-1095.608,1316.185,220.86,-961.287,1327.762,117.378,-1066.298,1207.01,31.333,-1120.168,1089.851,0.43,-1050.631,1056.722,30.287,-1173.593,873.522,-40.475,-1218.931,870.84,26.179,-1173.757,972.23,-14.494,-1236.589,825.04,-0.229,-1197.183,801.243,-53.13,-959.957,965.872,403.402,-1096.948,971.291,357.447,-851.533,964.079,253.712,-1128.775,984.99,233.412,-921.469,972.516,172.678,-993.555,982.082,123.436,-961.369,661.111,462.127,-942.116,475.921,462.767,-1038.177,446.266,409.425,-893.707,337.635,443.983,-912.975,88.267,459.812,-892.5,42.08,385.128,-999.006,40.174,568.655,-1056.482,39.83,491.134,-1077.285,34.806,566.92,-1112.743,630.308,146.556,-1152.752,462.397,216.046,-1087.728,441.676,293.467,-1108.606,283.269,160.903,-1029.395,138.778,46.283,-935.058,115.611,19.466,-1126.766,80.437,122.008,-1072.029,73.696,174.308,-1122.112,58.112,189.928
29,-1057.864,1648.851,339.144,-1008.829,1588.722,412.135,-912.974,1569.621,349.231,-1090.385,1571.068,265.933,-997.655,1547.894,217.799,-901.465,1392.339,230.219,-876.75,1170.481,186.86,-1027.928,1305.189,338.7,-1065.062,1142.29,351.549,-928.673,1299.255,410.245,-796.815,1315.264,308.742,-760.001,1170.931,486.286,-765.828,1104.545,572.443,-798.19,1052.928,521.742,-795.779,957.777,732.135,-879.853,965.702,731.242,-790.275,1016.602,677.673,-867.617,920.201,806.303,-809.219,903.96,792.647,-1094.343,1315.601,217.302,-958.92,1326.852,115.325,-1062.682,1206.802,27.721,-1116.256,1090.315,-5.284,-1047.665,1056.595,26.02,-1169.085,874.562,-49.526,-1216.248,871.47,15.436,-1169.738,973.038,-22.851,-1233.408,826.068,-11.902,-1192.589,802.569,-63.891,-960.953,965.559,402.119,-1097.571,970.894,354.877,-851.122,963.631,253.513,-1128.184,984.367,230.514,-920.321,971.763,171.762,-991.879,981.123,121.826,-961.597,660.573,461.327,-941.833,475.47,461.857,-1037.382,445.504,408.147,-893.239,337.228,443.91,-912.735,87.884,460.295,-891.594,41.518,385.995,-998.938,40.119,569.012,-1056.156,39.957,491.233,-1077.254,34.84,566.965,-1112.102,629.685,143.626,-1154.485,462.142,212.039,-1090.229,440.443,289.953,-1109.913,283.975,154.897,-1029.665,141.39,38.578,-935.17,119.08,12.081,-1127.34,80.932,112.401,-1072.924,73.547,165.02,-1123.101,57.415,179.947
30,-1057.694,1648.404,336.018,-1008.74,1588.442,409.173,-912.77,1569.321,346.46,-1090.038,1570.449,262.87,-997.204,1547.282,214.924,-900.331,1391.635,228.444,-875.435,1169.653,185.818,-1028.146,1304.765,335.734,-1065.358,1141.815,348.36,-929.743,1298.983,408.34,-796.721,1314.554,308.551,-763.428,1171.932,488.657,-770.442,1107.536,576.148,-802.805,1055,526.332,-802.545,965.135,739.106,-886.594,973.167,737.394,-796.337,1022.448,683.231,-874.933,929.579,813.709,-816.423,913.063,800.905,-1093.135,1315.039,213.545,-956.552,1325.906,113.12,-1059.079,1206.605,24.079,-1112.365,1090.768,-10.885,-1044.747,1056.453,21.728,-1164.623,875.614,-58.326,-1213.595,872.156,5.051,-1165.733,973.904,-30.94,-1230.112,827.081,-23.266,-1187.912,803.925,-74.27,-962.052,965.201,400.642,-1098.266,970.444,352.129,-850.714,963.17,253.155,-1127.657,983.68,227.435,-919.131,970.974,170.74,-990.195,980.158,120.059,-961.736,659.969,460.335,-941.459,474.969,460.917,-1036.684,444.746,406.751,-892.819,336.783,443.639,-912.27,87.644,460.803,-890.972,40.914,386.518,-998.806,40.234,569.513,-1055.977,40.025,491.308,-1077.268,34.865,567.004,-1111.302,629.066,140.409,-1156.133,461.869,207.741,-1093.034,439.093,286.631,-1111.26,284.693,148.727,-1029.938,143.984,30.825,-935.306,122.654,4.546,-1127.881,81.299,102.688,-1073.773,73.245,155.518,-1123.948,56.615,169.819
31,-1057.427,1647.955,332.657,-1008.539,1588.14,405.983,-912.465,1568.975,343.447,-1089.58,1569.858,259.598,-996.631,1546.677,211.824,-899.202,1390.87,226.463,-874.083,1168.778,184.627,-1028.3,1304.372,332.484,-1065.825,1141.405,345.145,-930.872,1298.691,406.183,-796.633,1313.87,308.186,-766.887,1172.933,490.554,-775.006,1110.375,579.258,-807.532,1057.105,530.336,-809.314,972.302,745.168,-893.324,980.586,742.786,-802.347,1028.062,688.067,-882.162,938.851,820.249,-823.648,921.948,808.212,-1091.971,1314.525,209.595,-954.14,1324.962,110.741,-1055.489,1206.362,20.351,-1108.537,1091.218,-16.51,-1041.866,1056.303,17.45,-1160.192,876.711,-67.076,-1210.893,872.831,-5.115,-1161.806,974.768,-38.865,-1226.693,828.01,-34.189,-1183.266,805.221,-84.355,-963.176,964.799,398.9,-1098.987,969.936,349.159,-850.243,962.681,252.651,-1127.131,982.969,224.191,-917.915,970.177,169.564,-988.497,979.225,118.229,-961.872,659.323,459.217,-941.201,474.434,459.845,-1036.153,444.032,405.318,-892.454,336.224,443.074,-912.102,87.102,460.727,-890.617,40.258,386.807,-998.949,39.991,569.379,-1055.84,40.014,491.32,-1077.299,34.867,567.01,-1110.4,628.476,137.04,-1157.675,461.599,203.261,-1095.932,437.737,283.159,-1112.552,285.43,142.505,-1030.254,146.54,22.963,-935.51,126.306,-3.168,-1128.262,81.365,93.059,-1074.311,72.948,146.062,-1124.445,55.658,159.716
32,-1057.013,1647.515,329.089,-1008.232,1587.806,402.563,-912.071,1568.549,340.206,-1089.023,1569.316,256.137,-996.019,1546.059,208.5,-898.082,1390.106,224.284,-872.746,1167.906,183.241,-1028.494,1303.808,329.012,-1066.302,1140.962,341.688,-931.975,1298.386,403.789,-796.485,1313.174,307.584,-770.309,1173.929,492.094,-779.457,1113.072,581.775,-812.178,1059.152,533.789,-816.031,979.181,750.404,-899.991,987.888,747.423,-808.265,1033.437,692.158,-889.373,948.001,825.94,-830.893,930.572,814.587,-1090.746,1313.973,205.441,-951.794,1323.981,108.221,-1051.844,1206.196,16.461,-1104.751,1091.702,-22.21,-1039.04,1056.102,13.104,-1155.839,877.741,-75.594,-1208.024,873.425,-14.906,-1157.87,975.568,-46.58,-1223.871,829.112,-45.512,-1178.603,806.46,-94.04,-964.291,964.358,396.96,-1099.719,969.447,346.118,-849.663,962.1,251.927,-1126.619,982.241,220.793,-916.647,969.324,168.245,-986.751,978.293,116.238,-962.041,658.714,457.974,-940.901,473.913,458.686,-1035.718,443.374,403.871,-892.151,335.65,442.281,-911.831,86.768,460.856,-890.358,39.546,386.954,-998.786,40.059,569.706,-1055.951,40.123,491.312,-1077.309,34.84,566.997,-1109.506,627.882,133.499,-1159.005,461.323,198.672,-1098.533,436.493,279.5,-1113.793,286.124,136.256,-1030.586,149.012,15.059,-935.76,129.979,-11.063,-1128.439,81.179,83.563,-1074.49,72.587,136.673,-1124.494,54.552,149.79
33,-1056.477,1647.094,325.282,-1007.833,1587.464,398.937,-911.556,1568.104,336.768,-1088.372,1568.78,252.399,-995.289,1545.462,204.98,-896.926,1389.311,221.921,-871.423,1166.989,181.689,-1028.68,1303.333,325.359,-1066.721,1140.556,338.067,-933.083,1298.085,401.15,-796.262,1312.478,306.758,-773.632,1174.901,493.234,-783.825,1115.672,583.801,-816.838,1061.176,536.654,-822.723,985.792,754.831,-906.641,995.017,751.226,-814.06,1038.553,695.543,-896.562,956.997,830.757,-838.166,938.934,820.11,-1089.554,1313.443,201.099,-949.424,1323.012,105.598,-1048.26,1205.871,12.609,-1100.954,1092.115,-27.902,-1036.443,1055.883,8.752,-1151.528,878.703,-83.858,-1205.041,873.958,-24.431,-1153.97,976.321,-54.102,-1220.387,829.877,-55.769,-1173.963,807.598,-103.387,-965.298,963.913,394.776,-1100.243,968.922,342.809,-849.063,961.484,251.027,-1126.065,981.516,217.21,-915.391,968.496,166.763,-985.009,977.361,114.123,-962.25,658.179,456.509,-940.804,473.434,457.357,-1035.346,442.78,402.282,-891.933,335.116,441.354,-911.755,86.32,460.733,-890.217,38.881,387.008,-998.768,40.051,569.738,-1055.879,40.001,491.31,-1077.324,34.811,566.949,-1108.419,627.286,130.026,-1160.203,461.081,193.965,-1100.789,435.322,275.478,-1114.887,286.801,129.95,-1031.078,151.383,7.125,-936.159,133.674,-19.204,-1128.391,80.716,74.246,-1074.292,72.195,127.302,-1124.076,53.315,140.113
